user_id,terms_and_conditions,terms_accepted_at,govt_id_path,path_updated_at,skill_codes,availability,current_page,application_status,is_completed,created_at,last_updated_at
user_id_8291,True,2026-01-02 15:16:00,/uploads/294ac9e1-d00d-446c-bacc-4527c94add09.pdf,2026-01-02 15:16:00,"[""cat_id_5036"", ""cat_id_7334"", ""cat_id_6842""]","{""weekdays"": ""afternoon""}",2,DRAFT,False,2026-01-02 15:16:00,2026-01-02 15:16:00
user_id_1906,True,2026-01-07 14:41:00,/uploads/15a97aab-021b-4b47-aecd-ae7764ae3dae.pdf,2026-01-07 14:41:00,"[""cat_id_9388"", ""cat_id_2381"", ""cat_id_4517""]","{""weekdays"": ""afternoon""}",1,UNDER_REVIEW,False,2026-01-07 14:41:00,2026-01-07 14:41:00
user_id_1481,True,2026-01-08 15:02:00,/uploads/ad1e6b7b-7819-4405-b26b-1fd07bef87e1.pdf,2026-01-08 15:02:00,"[""cat_id_1525"", ""cat_id_2566"", ""cat_id_3931""]","{""weekdays"": ""afternoon""}",1,IN_PROGRESS,True,2026-01-08 15:02:00,2026-01-08 15:02:00
user_id_2859,True,2026-01-06 13:13:00,/uploads/62180498-7e76-42fd-a6d1-6cd675e58c2c.pdf,2026-01-06 13:13:00,"[""cat_id_3993"", ""cat_id_7583"", ""cat_id_2663""]","{""weekdays"": ""evening""}",5,APPROVED,True,2026-01-06 13:13:00,2026-01-06 13:13:00
user_id_1315,True,2026-01-05 17:42:00,/uploads/95b4244b-5c0a-4fb6-a0de-f17e2798a93c.pdf,2026-01-05 17:42:00,"[""cat_id_4461"", ""cat_id_2381"", ""cat_id_5892""]","{""weekdays"": ""morning""}",2,SUBMITTED,True,2026-01-05 17:42:00,2026-01-05 17:42:00
user_id_5456,True,2026-01-06 09:55:00,/uploads/e510c632-8214-410a-bf7c-afd9bc0f0a63.pdf,2026-01-06 09:55:00,"[""cat_id_5790"", ""cat_id_1965"", ""cat_id_3483""]","{""weekends"": ""full_day""}",5,DRAFT,False,2026-01-06 09:55:00,2026-01-06 09:55:00
user_id_7880,True,2026-01-12 09:19:00,/uploads/fbe9cee9-7c78-48e5-aece-72788c68a3aa.pdf,2026-01-12 09:19:00,"[""cat_id_4732"", ""cat_id_5036"", ""cat_id_2264""]","{""weekdays"": ""afternoon""}",4,SUBMITTED,True,2026-01-12 09:19:00,2026-01-12 09:19:00
user_id_6494,True,2026-01-08 15:46:00,/uploads/6441a27f-3425-4a09-9141-d98c4a424e92.pdf,2026-01-08 15:46:00,"[""cat_id_3993"", ""cat_id_5889"", ""cat_id_5892""]","{""weekdays"": ""evening""}",5,SUBMITTED,False,2026-01-08 15:46:00,2026-01-08 15:46:00
user_id_5670,True,2026-01-10 10:39:00,/uploads/3c873100-98b2-4d0f-adb0-e938f1531a55.pdf,2026-01-10 10:39:00,"[""cat_id_4066"", ""cat_id_6348"", ""cat_id_5641""]","{""weekdays"": ""afternoon""}",1,IN_PROGRESS,False,2026-01-10 10:39:00,2026-01-10 10:39:00
user_id_2385,True,2026-01-11 15:21:00,/uploads/96e208ee-80c4-44ca-aef2-8498b3f32c57.pdf,2026-01-11 15:21:00,"[""cat_id_5641"", ""cat_id_6348"", ""cat_id_3894""]","{""weekends"": ""full_day""}",4,UNDER_REVIEW,False,2026-01-11 15:21:00,2026-01-11 15:21:00
user_id_3761,True,2026-01-15 16:30:00,/uploads/a4ce11a3-12f7-4c4d-8ed4-b81f4b9de749.pdf,2026-01-15 16:30:00,"[""cat_id_9228"", ""cat_id_5191"", ""cat_id_4517""]","{""weekdays"": ""afternoon""}",3,APPROVED,False,2026-01-15 16:30:00,2026-01-15 16:30:00
user_id_2095,True,2026-01-12 12:53:00,/uploads/3fbad260-d957-4bf8-9489-95cc531593ec.pdf,2026-01-12 12:53:00,"[""cat_id_6297"", ""cat_id_4461"", ""cat_id_7985""]","{""weekends"": ""full_day""}",3,APPROVED,True,2026-01-12 12:53:00,2026-01-12 12:53:00
user_id_5662,True,2026-01-17 14:14:00,/uploads/5e8d5d2e-23ab-4636-b367-2e62ea38503a.pdf,2026-01-17 14:14:00,"[""cat_id_6297"", ""cat_id_4732"", ""cat_id_6856""]","{""weekdays"": [""mon"", ""wed""]}",5,SUBMITTED,True,2026-01-17 14:14:00,2026-01-17 14:14:00
user_id_7705,True,2026-01-17 16:54:00,/uploads/78377840-91dd-4544-8d3d-863bac564ec0.pdf,2026-01-17 16:54:00,"[""cat_id_8195"", ""cat_id_7958"", ""cat_id_2260""]","{""weekdays"": [""mon"", ""wed""]}",5,DRAFT,False,2026-01-17 16:54:00,2026-01-17 16:54:00
user_id_9427,True,2026-01-18 10:23:00,/uploads/d72a0593-9d45-40c6-b037-2bd9b3f80fe0.pdf,2026-01-18 10:23:00,"[""cat_id_6856"", ""cat_id_9463"", ""cat_id_1405""]","{""weekdays"": ""morning""}",1,IN_PROGRESS,True,2026-01-18 10:23:00,2026-01-18 10:23:00
user_id_1868,True,2026-01-18 13:33:00,/uploads/0f1059de-fe4e-45fe-903e-f3d8c682f9f3.pdf,2026-01-18 13:33:00,"[""cat_id_6543"", ""cat_id_4461"", ""cat_id_4616""]","{""weekdays"": ""afternoon""}",2,UNDER_REVIEW,False,2026-01-18 13:33:00,2026-01-18 13:33:00
user_id_2694,True,2026-01-20 11:48:00,/uploads/2ec5b89d-4a77-40e8-92af-6cfb4912f14d.pdf,2026-01-20 11:48:00,"[""cat_id_1613"", ""cat_id_2277"", ""cat_id_5889""]","{""weekdays"": [""mon"", ""wed""]}",1,DRAFT,True,2026-01-20 11:48:00,2026-01-20 11:48:00
user_id_7636,True,2026-01-23 17:25:00,/uploads/f8bb0399-4cff-445c-a1a7-ba3b13e9d59f.pdf,2026-01-23 17:25:00,"[""cat_id_1405"", ""cat_id_5790"", ""cat_id_6297""]","{""weekdays"": ""evening""}",4,APPROVED,True,2026-01-23 17:25:00,2026-01-23 17:25:00
user_id_5943,True,2026-01-21 10:21:00,/uploads/d0e20a67-9718-40e1-9d7d-249c265c199a.pdf,2026-01-21 10:21:00,"[""cat_id_1200"", ""cat_id_8976"", ""cat_id_3238""]","{""weekdays"": ""flexible""}",1,UNDER_REVIEW,False,2026-01-21 10:21:00,2026-01-21 10:21:00
user_id_5017,True,2026-01-24 15:29:00,/uploads/e534e1b9-320d-4c74-85a1-9486b7797e36.pdf,2026-01-24 15:29:00,"[""cat_id_3085"", ""cat_id_9782"", ""cat_id_5790""]","{""weekends"": ""full_day""}",2,DRAFT,False,2026-01-24 15:29:00,2026-01-24 15:29:00
user_id_4494,True,2026-01-21 09:51:00,/uploads/db312c88-96f6-495e-8402-ea4d7690af9c.pdf,2026-01-21 09:51:00,"[""cat_id_5643"", ""cat_id_7334"", ""cat_id_7958""]","{""weekends"": ""full_day""}",2,UNDER_REVIEW,False,2026-01-21 09:51:00,2026-01-21 09:51:00
user_id_6885,True,2026-01-23 11:03:00,/uploads/80e4179b-d7d8-4583-8765-ba5a8b64a532.pdf,2026-01-23 11:03:00,"[""cat_id_5191"", ""cat_id_5195"", ""cat_id_5790""]","{""weekdays"": [""mon"", ""wed""]}",5,UNDER_REVIEW,True,2026-01-23 11:03:00,2026-01-23 11:03:00
user_id_4409,True,2026-01-25 14:39:00,/uploads/4adfab4f-5071-48c7-b420-2a20d6052c97.pdf,2026-01-25 14:39:00,"[""cat_id_4242"", ""cat_id_2087"", ""cat_id_3085""]","{""weekdays"": ""flexible""}",3,SUBMITTED,False,2026-01-25 14:39:00,2026-01-25 14:39:00
user_id_8476,True,2026-01-28 12:10:00,/uploads/06d34cbd-fe1b-44ab-8a54-0247febb240a.pdf,2026-01-28 12:10:00,"[""cat_id_7524"", ""cat_id_9228"", ""cat_id_1866""]","{""weekdays"": ""morning""}",1,DRAFT,False,2026-01-28 12:10:00,2026-01-28 12:10:00
user_id_3128,True,2026-01-27 10:53:00,/uploads/f4b99c9f-9441-4bdb-b2cc-4db7ba86038a.pdf,2026-01-27 10:53:00,"[""cat_id_1866"", ""cat_id_5745"", ""cat_id_6348""]","{""weekdays"": ""afternoon""}",2,UNDER_REVIEW,True,2026-01-27 10:53:00,2026-01-27 10:53:00
user_id_9548,True,2026-01-30 15:32:00,/uploads/a97caf71-d471-471d-8343-3a527427f562.pdf,2026-01-30 15:32:00,"[""cat_id_3993"", ""cat_id_4995"", ""cat_id_5195""]","{""weekdays"": [""mon"", ""wed""]}",5,APPROVED,False,2026-01-30 15:32:00,2026-01-30 15:32:00
user_id_2979,True,2026-01-27 09:59:00,/uploads/1adda079-482f-4d70-97cc-9c3de038231f.pdf,2026-01-27 09:59:00,"[""cat_id_7940"", ""cat_id_3238"", ""cat_id_3993""]","{""weekdays"": ""flexible""}",5,UNDER_REVIEW,True,2026-01-27 09:59:00,2026-01-27 09:59:00
user_id_7575,True,2026-01-30 17:24:00,/uploads/0dd78efb-4381-4077-ab3d-1617c37305a3.pdf,2026-01-30 17:24:00,"[""cat_id_1200"", ""cat_id_9388"", ""cat_id_8771""]","{""weekdays"": ""afternoon""}",2,UNDER_REVIEW,False,2026-01-30 17:24:00,2026-01-30 17:24:00
user_id_2688,True,2026-01-31 16:03:00,/uploads/ad1872f9-b9a2-4b32-ba9f-7d0c53d6fb2f.pdf,2026-01-31 16:03:00,"[""cat_id_5913"", ""cat_id_5140"", ""cat_id_2260""]","{""weekdays"": ""afternoon""}",4,UNDER_REVIEW,False,2026-01-31 16:03:00,2026-01-31 16:03:00
user_id_5971,True,2026-02-04 15:56:00,/uploads/2310594d-b880-4935-912f-c63b50024dd8.pdf,2026-02-04 15:56:00,"[""cat_id_7334"", ""cat_id_5892"", ""cat_id_6842""]","{""weekends"": ""full_day""}",3,SUBMITTED,False,2026-02-04 15:56:00,2026-02-04 15:56:00
user_id_9457,True,2026-02-05 15:24:00,/uploads/f8a4b88f-9732-41d9-ba1c-efaa960febcd.pdf,2026-02-05 15:24:00,"[""cat_id_6482"", ""cat_id_2277"", ""cat_id_5889""]","{""weekdays"": ""flexible""}",3,UNDER_REVIEW,True,2026-02-05 15:24:00,2026-02-05 15:24:00
