user_id,terms_and_conditions,terms_accepted_at,govt_id_path,path_updated_at,skill_codes,availability,current_page,application_status,is_completed,created_at,last_updated_at
user_id_9031,True,2026-01-03 15:15:00,/uploads/3f63990e-a577-41f6-b841-136102f29323.pdf,2026-01-03 15:15:00,"[""cat_id_3532"", ""cat_id_1420"", ""cat_id_9786""]","{""weekdays"": ""evening""}",3,APPROVED,True,2026-01-03 15:15:00,2026-01-03 15:15:00
user_id_5397,True,2026-01-04 14:44:00,/uploads/f56e952f-ad27-461f-be53-d6659c96d440.pdf,2026-01-04 14:44:00,"[""cat_id_4510"", ""cat_id_6925"", ""cat_id_1096""]","{""weekdays"": ""morning""}",4,SUBMITTED,True,2026-01-04 14:44:00,2026-01-04 14:44:00
user_id_4475,True,2026-01-06 17:59:00,/uploads/effd8967-da1e-4466-9a88-41effb75c7b5.pdf,2026-01-06 17:59:00,"[""cat_id_7211"", ""cat_id_2983"", ""cat_id_3536""]","{""weekdays"": ""flexible""}",1,SUBMITTED,False,2026-01-06 17:59:00,2026-01-06 17:59:00
user_id_4937,True,2026-01-08 12:14:00,/uploads/da9e6842-b529-447f-a460-69abb22bb0e9.pdf,2026-01-08 12:14:00,"[""cat_id_7304"", ""cat_id_2137"", ""cat_id_5808""]","{""weekends"": ""full_day""}",5,SUBMITTED,False,2026-01-08 12:14:00,2026-01-08 12:14:00
user_id_8753,True,2026-01-10 17:58:00,/uploads/f0fee7c7-a6ee-4e56-b43d-714ca378df5a.pdf,2026-01-10 17:58:00,"[""cat_id_4728"", ""cat_id_1420"", ""cat_id_3085""]","{""weekdays"": ""flexible""}",2,IN_PROGRESS,True,2026-01-10 17:58:00,2026-01-10 17:58:00
user_id_9779,True,2026-01-10 16:33:00,/uploads/cfb867c2-c27d-4b17-8551-f5a868425f0e.pdf,2026-01-10 16:33:00,"[""cat_id_7211"", ""cat_id_2200"", ""cat_id_6977""]","{""weekdays"": [""mon"", ""wed""]}",1,DRAFT,True,2026-01-10 16:33:00,2026-01-10 16:33:00
user_id_5952,True,2026-01-11 17:09:00,/uploads/8f7f2974-8cff-4ec9-bd69-e71fa4b8b485.pdf,2026-01-11 17:09:00,"[""cat_id_4258"", ""cat_id_3579"", ""cat_id_6967""]","{""weekends"": ""full_day""}",1,IN_PROGRESS,False,2026-01-11 17:09:00,2026-01-11 17:09:00
user_id_8690,True,2026-01-08 17:28:00,/uploads/b49896b4-34fa-48c5-aee7-47e37255fd42.pdf,2026-01-08 17:28:00,"[""cat_id_6925"", ""cat_id_6442"", ""cat_id_2796""]","{""weekdays"": [""mon"", ""wed""]}",4,UNDER_REVIEW,True,2026-01-08 17:28:00,2026-01-08 17:28:00
user_id_1878,True,2026-01-13 16:43:00,/uploads/ca1f3eb7-2684-454a-803a-7a1b7c9116a8.pdf,2026-01-13 16:43:00,"[""cat_id_3536"", ""cat_id_1853"", ""cat_id_9279""]","{""weekends"": ""full_day""}",3,DRAFT,True,2026-01-13 16:43:00,2026-01-13 16:43:00
user_id_9561,True,2026-01-14 10:02:00,/uploads/4c63413f-ca04-4e39-b851-f22724486ede.pdf,2026-01-14 10:02:00,"[""cat_id_3442"", ""cat_id_4346"", ""cat_id_2375""]","{""weekdays"": ""morning""}",5,DRAFT,True,2026-01-14 10:02:00,2026-01-14 10:02:00
user_id_3573,True,2026-01-14 09:18:00,/uploads/25684a92-db2f-4442-ab46-31b4cd95540e.pdf,2026-01-14 09:18:00,"[""cat_id_5533"", ""cat_id_6038"", ""cat_id_2983""]","{""weekdays"": ""afternoon""}",4,SUBMITTED,False,2026-01-14 09:18:00,2026-01-14 09:18:00
user_id_8438,True,2026-01-15 15:24:00,/uploads/b28f10b6-84ef-4783-a80c-b97d4b9e47e7.pdf,2026-01-15 15:24:00,"[""cat_id_3803"", ""cat_id_6507"", ""cat_id_7883""]","{""weekdays"": [""mon"", ""wed""]}",2,SUBMITTED,True,2026-01-15 15:24:00,2026-01-15 15:24:00
user_id_5352,True,2026-01-14 17:25:00,/uploads/e98f8c5d-30ce-41f4-8987-c04b5c4091e0.pdf,2026-01-14 17:25:00,"[""cat_id_5920"", ""cat_id_2796"", ""cat_id_5051""]","{""weekdays"": ""afternoon""}",1,DRAFT,False,2026-01-14 17:25:00,2026-01-14 17:25:00
user_id_7594,True,2026-01-17 17:27:00,/uploads/4e193f7b-f5ce-4ae4-b0c8-6af9972c5a65.pdf,2026-01-17 17:27:00,"[""cat_id_3085"", ""cat_id_5956"", ""cat_id_1514""]","{""weekdays"": ""afternoon""}",4,SUBMITTED,True,2026-01-17 17:27:00,2026-01-17 17:27:00
user_id_1339,True,2026-01-17 12:59:00,/uploads/71d9145e-9100-4ae8-88bc-e184fdd9c277.pdf,2026-01-17 12:59:00,"[""cat_id_1853"", ""cat_id_2245"", ""cat_id_3287""]","{""weekdays"": ""morning""}",4,APPROVED,True,2026-01-17 12:59:00,2026-01-17 12:59:00
user_id_8700,True,2026-01-17 12:04:00,/uploads/1f0c9328-e5ad-4c53-a969-a95bb50637f7.pdf,2026-01-17 12:04:00,"[""cat_id_6168"", ""cat_id_7965"", ""cat_id_7924""]","{""weekends"": ""full_day""}",5,DRAFT,True,2026-01-17 12:04:00,2026-01-17 12:04:00
user_id_2442,True,2026-01-22 09:25:00,/uploads/72d62b7e-6edb-4a89-ac7a-e340150ca092.pdf,2026-01-22 09:25:00,"[""cat_id_4441"", ""cat_id_1514"", ""cat_id_5930""]","{""weekdays"": ""afternoon""}",1,IN_PROGRESS,False,2026-01-22 09:25:00,2026-01-22 09:25:00
user_id_9167,True,2026-01-19 14:36:00,/uploads/34411e5b-ce77-4235-9bcd-c9e4d4d4f1ba.pdf,2026-01-19 14:36:00,"[""cat_id_7965"", ""cat_id_2983"", ""cat_id_4613""]","{""weekdays"": ""evening""}",2,SUBMITTED,True,2026-01-19 14:36:00,2026-01-19 14:36:00
user_id_3594,True,2026-01-24 17:14:00,/uploads/e4af72cd-5b9d-4543-934e-90bacf9e9a74.pdf,2026-01-24 17:14:00,"[""cat_id_5533"", ""cat_id_5673"", ""cat_id_2235""]","{""weekdays"": ""morning""}",5,APPROVED,True,2026-01-24 17:14:00,2026-01-24 17:14:00
user_id_5781,True,2026-01-25 15:35:00,/uploads/fc95caee-ee97-41ae-a71f-0288392b4bd4.pdf,2026-01-25 15:35:00,"[""cat_id_1626"", ""cat_id_8527"", ""cat_id_4346""]","{""weekdays"": ""flexible""}",4,APPROVED,False,2026-01-25 15:35:00,2026-01-25 15:35:00
user_id_7798,True,2026-01-26 15:26:00,/uploads/10306755-a595-4482-b1e2-8d8546fb6f3a.pdf,2026-01-26 15:26:00,"[""cat_id_5808"", ""cat_id_5673"", ""cat_id_5956""]","{""weekdays"": ""afternoon""}",5,UNDER_REVIEW,True,2026-01-26 15:26:00,2026-01-26 15:26:00
user_id_9903,True,2026-01-23 13:54:00,/uploads/198005c0-e7bd-42f5-b07c-8b272eb61301.pdf,2026-01-23 13:54:00,"[""cat_id_7211"", ""cat_id_2876"", ""cat_id_7267""]","{""weekdays"": ""morning""}",5,UNDER_REVIEW,False,2026-01-23 13:54:00,2026-01-23 13:54:00
user_id_7246,True,2026-01-27 17:08:00,/uploads/0bec4bc6-6784-4175-bb6c-c441a9a44860.pdf,2026-01-27 17:08:00,"[""cat_id_2697"", ""cat_id_8749"", ""cat_id_7939""]","{""weekdays"": ""afternoon""}",3,DRAFT,False,2026-01-27 17:08:00,2026-01-27 17:08:00
user_id_3361,True,2026-01-26 10:34:00,/uploads/50066908-9580-435a-8724-b374111c4246.pdf,2026-01-26 10:34:00,"[""cat_id_1853"", ""cat_id_2133"", ""cat_id_8527""]","{""weekdays"": ""evening""}",4,APPROVED,True,2026-01-26 10:34:00,2026-01-26 10:34:00
user_id_9742,True,2026-01-25 12:51:00,/uploads/65b64466-9236-4c86-b365-1b8eaf066a2c.pdf,2026-01-25 12:51:00,"[""cat_id_2245"", ""cat_id_9099"", ""cat_id_1853""]","{""weekdays"": ""flexible""}",5,IN_PROGRESS,False,2026-01-25 12:51:00,2026-01-25 12:51:00
user_id_2480,True,2026-01-27 14:19:00,/uploads/f87646a0-0ac0-4a6e-aaf0-9e6634de9ed3.pdf,2026-01-27 14:19:00,"[""cat_id_2424"", ""cat_id_8397"", ""cat_id_2133""]","{""weekdays"": ""flexible""}",1,UNDER_REVIEW,True,2026-01-27 14:19:00,2026-01-27 14:19:00
user_id_7141,True,2026-02-01 12:25:00,/uploads/9fd74099-3acb-410a-bef6-ec4e283e7457.pdf,2026-02-01 12:25:00,"[""cat_id_4510"", ""cat_id_8043"", ""cat_id_3579""]","{""weekdays"": ""evening""}",4,UNDER_REVIEW,False,2026-02-01 12:25:00,2026-02-01 12:25:00
user_id_4945,True,2026-01-30 13:23:00,/uploads/355f7a10-52c3-4e8a-9c50-4af043ca6851.pdf,2026-01-30 13:23:00,"[""cat_id_1727"", ""cat_id_1626"", ""cat_id_7267""]","{""weekdays"": ""morning""}",4,SUBMITTED,True,2026-01-30 13:23:00,2026-01-30 13:23:00
user_id_8237,True,2026-01-31 14:26:00,/uploads/68773ac6-247d-4112-91e9-09fb31a765f1.pdf,2026-01-31 14:26:00,"[""cat_id_7224"", ""cat_id_9445"", ""cat_id_4608""]","{""weekdays"": ""flexible""}",2,DRAFT,False,2026-01-31 14:26:00,2026-01-31 14:26:00
user_id_7248,True,2026-02-03 15:18:00,/uploads/2c3382fa-2bec-4e13-9cf0-59448a464bdb.pdf,2026-02-03 15:18:00,"[""cat_id_5808"", ""cat_id_5342"", ""cat_id_4853""]","{""weekdays"": ""afternoon""}",4,APPROVED,True,2026-02-03 15:18:00,2026-02-03 15:18:00
user_id_9138,True,2026-02-03 17:41:00,/uploads/8334146a-a5e8-431a-8d3d-c8a548545357.pdf,2026-02-03 17:41:00,"[""cat_id_6507"", ""cat_id_2343"", ""cat_id_7939""]","{""weekends"": ""full_day""}",4,UNDER_REVIEW,True,2026-02-03 17:41:00,2026-02-03 17:41:00
user_id_3240,True,2026-02-06 14:10:00,/uploads/f7abc4c7-ba13-4ab8-929f-dfa960aa2416.pdf,2026-02-06 14:10:00,"[""cat_id_7304"", ""cat_id_1853"", ""cat_id_5930""]","{""weekends"": ""full_day""}",2,APPROVED,True,2026-02-06 14:10:00,2026-02-06 14:10:00
user_id_3165,True,2026-02-06 09:53:00,/uploads/5521819a-6f4b-4060-85f1-abe285c9c0d0.pdf,2026-02-06 09:53:00,"[""cat_id_6977"", ""cat_id_1096"", ""cat_id_8527""]","{""weekdays"": ""morning""}",4,IN_PROGRESS,True,2026-02-06 09:53:00,2026-02-06 09:53:00
user_id_2233,True,2026-02-03 11:00:00,/uploads/78b51d8d-f60a-40ff-bb66-5f3da4ba5498.pdf,2026-02-03 11:00:00,"[""cat_id_8397"", ""cat_id_8149"", ""cat_id_6442""]","{""weekdays"": ""evening""}",1,APPROVED,False,2026-02-03 11:00:00,2026-02-03 11:00:00
user_id_5295,True,2026-02-09 16:01:00,/uploads/9d5ebb7d-294f-468a-9848-1777a419efe3.pdf,2026-02-09 16:01:00,"[""cat_id_1409"", ""cat_id_3085"", ""cat_id_8043""]","{""weekends"": ""full_day""}",1,DRAFT,False,2026-02-09 16:01:00,2026-02-09 16:01:00
user_id_8606,True,2026-02-09 13:01:00,/uploads/8dc75f7f-f1fd-43d8-ba41-f1e6e5d7f508.pdf,2026-02-09 13:01:00,"[""cat_id_8149"", ""cat_id_2375"", ""cat_id_4613""]","{""weekends"": ""full_day""}",2,DRAFT,True,2026-02-09 13:01:00,2026-02-09 13:01:00
user_id_8432,True,2026-02-10 11:15:00,/uploads/7ad957cd-7861-406d-97b0-a253d7ab7f74.pdf,2026-02-10 11:15:00,"[""cat_id_2133"", ""cat_id_8305"", ""cat_id_5920""]","{""weekdays"": ""evening""}",3,SUBMITTED,False,2026-02-10 11:15:00,2026-02-10 11:15:00
user_id_5583,True,2026-02-07 14:25:00,/uploads/1c8bd8ba-9578-4792-9e9b-b59fd35e7e8f.pdf,2026-02-07 14:25:00,"[""cat_id_6442"", ""cat_id_9445"", ""cat_id_8749""]","{""weekdays"": ""flexible""}",2,SUBMITTED,True,2026-02-07 14:25:00,2026-02-07 14:25:00
user_id_7523,True,2026-02-13 09:05:00,/uploads/ca2acb96-52e2-440e-9bf3-5ef213e26f69.pdf,2026-02-13 09:05:00,"[""cat_id_9280"", ""cat_id_5956"", ""cat_id_8043""]","{""weekends"": ""full_day""}",1,DRAFT,True,2026-02-13 09:05:00,2026-02-13 09:05:00
user_id_2124,True,2026-02-09 16:54:00,/uploads/e06f728b-7572-4b18-b39e-2ed2fbb3de96.pdf,2026-02-09 16:54:00,"[""cat_id_8041"", ""cat_id_3471"", ""cat_id_4853""]","{""weekdays"": [""mon"", ""wed""]}",1,APPROVED,True,2026-02-09 16:54:00,2026-02-09 16:54:00
user_id_3858,True,2026-02-11 12:57:00,/uploads/6934003b-0aa0-459d-8473-b2ba22a2e1d4.pdf,2026-02-11 12:57:00,"[""cat_id_3091"", ""cat_id_9445"", ""cat_id_4728""]","{""weekdays"": ""evening""}",1,DRAFT,False,2026-02-11 12:57:00,2026-02-11 12:57:00
user_id_9619,True,2026-02-15 09:11:00,/uploads/9a00a1ed-b6b0-4366-997a-fa87bf567ff2.pdf,2026-02-15 09:11:00,"[""cat_id_1998"", ""cat_id_9279"", ""cat_id_6107""]","{""weekdays"": [""mon"", ""wed""]}",2,UNDER_REVIEW,True,2026-02-15 09:11:00,2026-02-15 09:11:00
user_id_8504,True,2026-02-14 11:36:00,/uploads/1c7b63c3-f05b-446d-8f9a-1aff192cf42a.pdf,2026-02-14 11:36:00,"[""cat_id_4510"", ""cat_id_9445"", ""cat_id_2697""]","{""weekdays"": ""flexible""}",5,SUBMITTED,False,2026-02-14 11:36:00,2026-02-14 11:36:00
user_id_3067,True,2026-02-18 11:50:00,/uploads/8fc19267-9ed1-4c0a-b3f3-b191855a1930.pdf,2026-02-18 11:50:00,"[""cat_id_3091"", ""cat_id_1853"", ""cat_id_3803""]","{""weekdays"": [""mon"", ""wed""]}",3,DRAFT,True,2026-02-18 11:50:00,2026-02-18 11:50:00
